shift, intensity
364.81549072265625, 8.00173900805612
367.064453125, 8.348606707483981
369.31341552734375, 9.137029255163597
371.5623474121094, 9.183085980476719
373.8113098144531, 9.042420061334568
376.0602722167969, 8.377960269893634
378.3092346191406, 7.8407829229874295
380.5827026367188, 7.264798484368313
382.8583984375, 7.460349811889515
385.0103759765625, 7.012548105480462
387.0138244628906, 5.589589497685978
389.0172424316406, 6.260489011628977
391.0206604003906, 6.9248355268274935
393.158935546875, 7.57455777569804
395.3559265136719, 8.237561950926931
397.5528869628906, 7.848415614609635
399.7498779296875, 7.340352629775964
401.9468688964844, 7.4628635531983605
404.1438293457031, 7.69113967282459
406.3408203125, 7.466350263767751
408.5378112792969, 6.858232098782395
410.7347717285156, 6.053224621571999
412.9317626953125, 6.1400505584640825
415.1287536621094, 7.128654755991079
417.3257141113281, 9.128742588194072
419.522705078125, 11.18061182952357
421.7196960449219, 12.714490640425026
423.9166564941406, 12.319690423658216
426.1136474609375, 11.99140553023139
428.31591796875, 11.499021982856846
430.5186767578125, 11.882743839135898
432.721435546875, 11.7867049529209
434.9241638183594, 11.22116594152834
437.1269226074219, 11.431264305333372
439.3296813964844, 11.300975348313457
441.5324401855469, 11.288824608913004
443.7351989746094, 11.455150584293918
445.9379577636719, 12.094803623882456
448.14068603515625, 13.045152840058122
450.3434448242188, 13.726286824353622
452.5462036132813, 13.88397212651121
454.74896240234375, 12.970780377008822
456.9176330566406, 11.615924300207851
459.04150390625, 10.593894720087349
461.1654052734375, 10.129376830213033
463.2892761230469, 8.82946019286807
465.41790771484375, 7.3968866306856285
467.6824035644531, 7.1575478542283975
469.9469299316406, 7.3275606745565085
472.21142578125, 7.343464297922679
474.40765380859375, 7.245765939235497
476.5509338378906, 7.031051297190672
478.6942443847656, 6.782956829058094
480.8375244140625, 7.270896863888041
482.9808349609375, 7.257820251351802
485.1241455078125, 7.843869243061405
487.2674255371094, 7.745239309487317
489.4107360839844, 7.884902639070191
491.5540161132813, 8.533123868843973
493.69732666015625, 9.884612409903923
495.8406372070313, 14.154447932582457
497.9839172363281, 18.32413130130537
500.1272277832031, 22.307774128318385
502.2705078125, 23.407990863682045
504.4269714355469, 21.980223612410995
506.6813659667969, 19.421096044541542
508.9357604980469, 16.592387785722764
511.1901550292969, 15.305890971193321
513.444580078125, 14.829390204614484
515.688720703125, 14.466663934916951
517.930908203125, 14.157971005386301
520.173095703125, 12.850807280353479
522.3796997070312, 11.53815246960896
524.51025390625, 11.07644209551897
526.6408081054688, 12.125957961960168
528.7713623046875, 13.597838245850681
530.9019165039062, 14.177255385812003
533.0325317382812, 13.806964642220564
535.1630859375, 12.689607905284973
537.2936401367188, 11.406743319029246
539.4241943359375, 9.917004306304975
541.5547485351562, 8.868437956688865
543.685302734375, 7.659876829766461
545.81591796875, 6.449486194209371
547.9464721679688, 6.164894584288078
550.0770263671875, 6.061343205490999
552.2075805664062, 5.744947875841817
554.338134765625, 6.023391586368348
556.4686889648438, 7.100115599315814
558.5993041992188, 7.312586340218061
560.7298583984375, 7.534957650317978
562.8604125976562, 7.743558920278957
564.990966796875, 7.431498899490691
567.1215209960938, 7.5523244696289
569.2521362304688, 7.45603263329744
571.3826904296875, 7.189550211701061
573.5132446289062, 6.6750268196755655
575.643798828125, 6.357293709319009
577.7743530273438, 6.906640635498974
579.9049072265625, 7.295430354944557
582.0355224609375, 7.780809437728365
584.1660766601562, 7.333570233432553
586.296630859375, 6.850059162711517
588.4271850585938, 6.801706169603662
590.5577392578125, 8.13096845320564
592.6882934570312, 10.223098608465264
594.8189086914062, 12.035202616940921
596.949462890625, 12.82304415626706
599.0800170898438, 13.711118121656085
601.2105712890625, 14.195490725762113
603.3411254882812, 14.812013566371064
605.4716796875, 14.306564505459548
607.602294921875, 13.806378837919567
609.7328491210938, 12.67339670859809
611.8634033203125, 11.67318756510818
613.9939575195312, 10.327590191667653
616.12451171875, 9.393111746555931
618.255126953125, 9.118786171002156
620.3856811523438, 8.969126504175435
622.4781494140625, 9.400037801895465
624.5457153320312, 9.092870571718265
626.6132202148438, 7.5504189006599916
628.6807250976562, 6.097149631244989
630.7482299804688, 5.798245449325336
632.8157348632812, 5.9100723693815524
634.88330078125, 6.688547495453065
636.9508056640625, 7.450252969256482
639.018310546875, 7.945617616057888
641.0858154296875, 7.591853922124301
643.1536254882812, 6.579250874127226
645.2219848632812, 5.5777638136516
647.290283203125, 5.255684154813096
649.358642578125, 5.733380705411605
651.427001953125, 6.570126188357293
653.5169067382812, 6.571056702941618
655.609375, 6.028402235674321
657.7018432617188, 4.932103472284538
659.7942504882812, 4.828365516418543
661.88671875, 4.887715346613078
663.9791870117188, 5.238307422051761
666.0715942382812, 6.52296465730133
668.1640625, 7.804606918578926
670.2565307617188, 9.280672501150491
672.3489379882812, 10.725743598551446
674.44140625, 12.778437989779903
676.5338745117188, 14.465493413064337
678.6262817382812, 14.012600749058606
680.71875, 12.300862956273107
682.8112182617188, 10.029870758989603
684.9036254882812, 8.740241416783363
686.99609375, 7.887913440945184
689.0885620117188, 7.3810345584956565
691.1809692382812, 6.429507319445719
693.2734375, 5.4419021993808485
695.3659057617188, 5.117042558469748
697.4583129882812, 5.4794578719092755
699.55078125, 5.340914606412284
701.6432495117188, 5.3384214493949
703.7356567382812, 5.068564520211339
705.828125, 4.477675295256347
707.9205932617188, 4.133586138726628
710.0130004882812, 4.580623837037152
712.1095581054688, 5.523676002185184
714.209716796875, 5.689266503432137
716.309814453125, 5.507343557517714
718.4099731445312, 5.531735168719052
720.5100708007812, 5.0545208970347915
722.6102294921875, 4.612992877872159
724.7103271484375, 4.698014774848616
726.8104858398438, 5.182371582032886
728.9105834960938, 6.108907210765111
731.0107421875, 7.68938495498351
733.11083984375, 9.888891119747058
735.2109985351562, 13.483188780377333
737.3110961914062, 18.479499352059946
739.4112548828125, 23.321882494974304
741.5113525390625, 26.90812644086114
743.6115112304688, 26.175735063541865
745.7116088867188, 21.150296811657213
747.811767578125, 15.384863582980955
749.911865234375, 10.841270092744068
752.0120239257812, 8.003072212456019
754.1121215820312, 6.614510024470519
756.2122802734375, 6.046199932641798
758.3123779296875, 5.083082684068955
760.4125366210938, 4.585989874222136
762.5126342773438, 4.376061095335416
764.6035766601562, 4.323377836178054
766.679931640625, 4.157960200290674
768.7562866210938, 4.570125852941388
770.8326416015625, 4.909950396661614
772.9089965820312, 5.235709292648295
774.9853515625, 6.674715081909369
777.0617065429688, 9.557450962610773
779.1380615234375, 12.799866994643253
781.2144775390625, 15.85094334574407
783.2908325195312, 18.970058659600227
785.3671875, 20.162996924164915
787.389404296875, 18.43982676677524
789.3466186523438, 14.51859007276046
791.3037719726562, 10.846370481848325
793.260986328125, 8.314144592691974
795.2182006835938, 6.656053909753467
796.939697265625, 5.807006333806953
798.760009765625, 4.890994352747512
800.64599609375, 4.6718386858970575
802.6502685546875, 5.573855097735702
804.7174072265625, 7.9441254210899785
806.7845458984375, 10.373012618329795
808.8516845703125, 8.923308990633174
810.9188232421875, 5.981030787656721
812.9859619140625, 4.524885322938118
815.0531005859375, 3.88256391308191
817.1202392578125, 4.057267804349721
819.1873779296875, 4.787628960471423
821.2545166015625, 5.598067523620784
823.3216552734375, 5.771022725670321
825.3887939453125, 4.876518341720782
827.4559326171875, 4.237794055877075
829.5230712890625, 3.604223304113347
831.5902099609375, 2.303411214717798
833.6573486328125, 1.1760447049954905
835.7545776367188, 1.048966204679246
837.8810424804688, 0.8370628664438868
840.007568359375, 0.9507700529404133
842.1021728515625, 1.862707513265292
844.1017456054688, 1.659265417275023
846.1012573242188, 1.8238785322451463
848.100830078125, 1.5421774707796914
850.100341796875, 1.5216172147874545
852.099853515625, 2.3907808653340794
854.0994262695312, 2.844493988786809
856.0989379882812, 3.269848389808132
858.1038818359375, 3.582942270873829
860.1417846679688, 3.648507736353295
862.1796875, 3.587530954739634
864.2175903320312, 3.20347085509475
866.2554931640625, 2.7385460510431443
868.29345703125, 2.58998936555318
870.3313598632812, 3.235006330903886
872.3692626953125, 3.664587277989881
874.4071655273438, 4.062071087350134
876.445068359375, 3.8792010041094187
878.4829711914062, 3.4871938022545947
880.5209350585938, 3.652074971391258
882.558837890625, 3.9126428339979213
884.5967407226562, 4.114524046053759
886.6346435546875, 4.603060289992953
888.6725463867188, 4.300949109913319
890.71044921875, 3.466585104775774
892.7484130859375, 2.687619248854645
894.7863159179688, 2.367334982136441
896.82421875, 2.2866819741081628
898.8621215820312, 2.03815614304375
900.9000244140624, 1.3875589186917239
902.9379272460938, 0.9873788903389311
904.9758911132812, 0.5999468019778078
907.0137939453124, 0.1929791643270562
909.0516967773438, 0.0
911.089599609375, 0.0
913.1275024414062, 0.0
915.1654052734376, 0.0
917.203369140625, 0.3161272947622109
919.2378540039062, 1.1723075122305318
921.2470092773438, 1.983746098056315
923.256103515625, 2.331257775127469
925.2652587890624, 2.3407911962685546
927.2744140625, 2.2158045599082214
929.2835693359376, 2.390180460155065
931.292724609375, 2.584641929960412
933.3018188476562, 2.405686609804505
935.3109741210938, 2.5055142524342955
937.3201293945312, 1.8767888347092878
939.3292846679688, 1.2550031821375711
941.3384399414062, 1.315527153460934
943.3475341796876, 1.3498416315033808
945.356689453125, 1.2976873039104646
947.3658447265624, 1.5777475665669698
949.375, 1.6636795506679931
951.3446044921876, 1.4856016433198675
953.2918701171876, 0.8069847777017003
955.2391357421876, 0.5365743351514709
957.1864624023438, 0.3836604938696553
959.1337280273438, 0.8035443588499476
961.0809936523438, 1.201088482385586
963.0283203125, 1.6514104903679652
964.9755859375, 1.4937448997895189
966.9228515625, 1.1979903278448347
968.8780517578124, 0.8240647419156772
970.9698486328124, 0.5184552312141903
973.0615844726562, 0.24679392617812823
975.1533813476562, 0.3064430115852588
977.2451782226562, 0.7697170608026198
979.2984619140624, 1.8775319787016826
